postcode,zone_name,country_code
4166,Brisbane Mount Crosby,AU
4167,Brisbane Mount Crosby,AU
4168,Brisbane Mount Crosby,AU
4169,Brisbane Mount Crosby,AU
4170,Brisbane Mount Crosby,AU
4171,Brisbane Mount Crosby,AU
4172,Brisbane Mount Crosby,AU
4173,Brisbane Mount Crosby,AU
4174,Brisbane Mount Crosby,AU
4175,Brisbane Mount Crosby,AU
4176,Brisbane Mount Crosby,AU
4177,Brisbane Mount Crosby,AU
4178,Brisbane Mount Crosby,AU
4179,Brisbane Mount Crosby,AU
4205,Gold Coast,AU
4206,Gold Coast,AU
4207,Gold Coast,AU
4208,Gold Coast,AU
4209,Gold Coast,AU
4210,Gold Coast,AU
4211,Gold Coast,AU
4212,Gold Coast,AU
4213,Gold Coast,AU
4214,Gold Coast,AU
4215,Gold Coast,AU
4216,Gold Coast,AU
4217,Gold Coast,AU
4218,Gold Coast,AU
4219,Gold Coast,AU
4220,Gold Coast,AU
4221,Gold Coast,AU
4222,Gold Coast,AU
4223,Gold Coast,AU
4224,Gold Coast,AU
4225,Gold Coast,AU
4226,Gold Coast,AU
4227,Gold Coast,AU
4228,Gold Coast,AU
4229,Gold Coast,AU
4230,Gold Coast,AU
4300,Brisbane Mount Crosby,AU
4301,Brisbane Mount Crosby,AU
4302,Brisbane Mount Crosby,AU
4303,Brisbane Mount Crosby,AU
4304,Brisbane Mount Crosby,AU
4305,Brisbane Mount Crosby,AU
4500,Moreton North Pine,AU
4501,Moreton North Pine,AU
4502,Moreton North Pine,AU
4503,Moreton North Pine,AU
4504,Moreton North Pine,AU
4505,Moreton North Pine,AU
4506,Moreton North Pine,AU
4507,Moreton North Pine,AU
4508,Moreton North Pine,AU
4509,Moreton North Pine,AU
4510,Moreton North Pine,AU
4511,Moreton North Pine,AU
4512,Moreton North Pine,AU
4513,Moreton North Pine,AU
4514,Moreton North Pine,AU
4515,Moreton North Pine,AU
4516,Moreton North Pine,AU
4517,Moreton North Pine,AU
4518,Moreton North Pine,AU
4519,Moreton North Pine,AU
4520,Moreton North Pine,AU
4521,Moreton North Pine,AU
4550,Moreton North Pine,AU
4551,Moreton North Pine,AU
4552,Moreton North Pine,AU
4553,Moreton North Pine,AU
4554,Moreton North Pine,AU
4555,Moreton North Pine,AU
4556,Moreton North Pine,AU
4557,Moreton North Pine,AU
4558,Moreton North Pine,AU
4559,Moreton North Pine,AU
4560,Moreton North Pine,AU
4561,Moreton North Pine,AU
4562,Moreton North Pine,AU
4563,Moreton North Pine,AU
4564,Moreton North Pine,AU
4565,Moreton North Pine,AU
4566,Moreton North Pine,AU
4567,Moreton North Pine,AU
4568,Moreton North Pine,AU
4569,Moreton North Pine,AU
4570,Moreton North Pine,AU
4571,Moreton North Pine,AU
4572,Moreton North Pine,AU
4573,Moreton North Pine,AU
4574,Moreton North Pine,AU
4575,Moreton North Pine,AU
6000,Perth integrated supply,AU
6001,Perth integrated supply,AU
6002,Perth integrated supply,AU
6003,Perth integrated supply,AU
6004,Perth integrated supply,AU
6005,Perth integrated supply,AU
6006,Perth integrated supply,AU
6007,Perth integrated supply,AU
6008,Perth integrated supply,AU
6009,Perth integrated supply,AU
6010,Perth integrated supply,AU
6011,Perth integrated supply,AU
6012,Perth integrated supply,AU
6013,Perth integrated supply,AU
6014,Perth integrated supply,AU
6015,Perth integrated supply,AU
6016,Perth integrated supply,AU
6017,Perth integrated supply,AU
6018,Perth integrated supply,AU
6019,Perth integrated supply,AU
6020,Perth integrated supply,AU
6021,Perth integrated supply,AU
6022,Perth integrated supply,AU
6023,Perth integrated supply,AU
6024,Perth integrated supply,AU
6025,Perth integrated supply,AU
6026,Perth integrated supply,AU
6027,Perth integrated supply,AU
6028,Perth integrated supply,AU
6029,Perth integrated supply,AU
6030,Perth northern groundwater,AU
6031,Perth northern groundwater,AU
6032,Perth northern groundwater,AU
6033,Perth northern groundwater,AU
6034,Perth northern groundwater,AU
6035,Perth northern groundwater,AU
6036,Perth northern groundwater,AU
6037,Perth northern groundwater,AU
6038,Perth northern groundwater,AU
6039,Neerabup,AU
6041,Yanchep,AU
6042,Yanchep,AU
6043,Two Rocks,AU
6044,Two Rocks,AU
6045,Perth northern groundwater,AU
6046,Perth northern groundwater,AU
6047,Perth northern groundwater,AU
6048,Perth northern groundwater,AU
6049,Perth northern groundwater,AU
6050,Perth northern groundwater,AU
6051,Perth northern groundwater,AU
6052,Perth northern groundwater,AU
6053,Perth northern groundwater,AU
6054,Perth northern groundwater,AU
6055,Perth northern groundwater,AU
6056,Perth northern groundwater,AU
6057,Perth northern groundwater,AU
6058,Perth northern groundwater,AU
6059,Perth northern groundwater,AU
6060,Perth northern groundwater,AU
6061,Perth northern groundwater,AU
6062,Perth northern groundwater,AU
6063,Perth northern groundwater,AU
6064,Perth northern groundwater,AU
6065,Perth northern groundwater,AU
6066,Perth northern groundwater,AU
6067,Perth northern groundwater,AU
6068,Perth northern groundwater,AU
6069,Perth northern groundwater,AU
6070,Perth integrated supply,AU
6071,Perth integrated supply,AU
6072,Perth integrated supply,AU
6073,Perth integrated supply,AU
6074,Perth integrated supply,AU
6075,Perth integrated supply,AU
6076,Perth integrated supply,AU
6077,Perth integrated supply,AU
6078,Perth integrated supply,AU
6079,Perth integrated supply,AU
6080,Perth integrated supply,AU
6081,Perth integrated supply,AU
6082,Perth integrated supply,AU
6083,Perth integrated supply,AU
6084,Perth integrated supply,AU
6085,Perth integrated supply,AU
6086,Perth integrated supply,AU
6087,Perth integrated supply,AU
6088,Perth integrated supply,AU
6089,Perth integrated supply,AU
6090,Perth integrated supply,AU
6091,Perth integrated supply,AU
6092,Perth integrated supply,AU
6093,Perth integrated supply,AU
6094,Perth integrated supply,AU
6095,Perth integrated supply,AU
6096,Perth integrated supply,AU
6097,Perth integrated supply,AU
6098,Perth integrated supply,AU
6099,Perth integrated supply,AU
6100,Perth integrated supply,AU
6101,Perth integrated supply,AU
6102,Perth integrated supply,AU
6103,Perth integrated supply,AU
6104,Perth integrated supply,AU
6105,Perth integrated supply,AU
6106,Perth integrated supply,AU
6107,Perth integrated supply,AU
6108,Perth integrated supply,AU
6109,Perth integrated supply,AU
6110,Perth integrated supply,AU
6111,Perth integrated supply,AU
6112,Perth integrated supply,AU
6113,Perth integrated supply,AU
6114,Perth integrated supply,AU
6115,Perth integrated supply,AU
6116,Perth integrated supply,AU
6117,Perth integrated supply,AU
6118,Perth integrated supply,AU
6119,Perth integrated supply,AU
6120,Perth integrated supply,AU
6121,Perth integrated supply,AU
6122,Perth integrated supply,AU
6123,Perth integrated supply,AU
6124,Perth integrated supply,AU
6125,Perth integrated supply,AU
6126,Perth integrated supply,AU
6127,Perth integrated supply,AU
6128,Perth integrated supply,AU
6129,Perth integrated supply,AU
6130,Perth integrated supply,AU
6131,Perth integrated supply,AU
6132,Perth integrated supply,AU
6133,Perth integrated supply,AU
6134,Perth integrated supply,AU
6135,Perth integrated supply,AU
6136,Perth integrated supply,AU
6137,Perth integrated supply,AU
6138,Perth integrated supply,AU
6139,Perth integrated supply,AU
6140,Perth integrated supply,AU
6141,Perth integrated supply,AU
6142,Perth integrated supply,AU
6143,Perth integrated supply,AU
6144,Perth integrated supply,AU
6145,Perth integrated supply,AU
6146,Perth integrated supply,AU
6147,Perth integrated supply,AU
6148,Perth integrated supply,AU
6149,Perth integrated supply,AU
6150,Perth integrated supply,AU
6151,Perth integrated supply,AU
6152,Perth integrated supply,AU
6153,Perth integrated supply,AU
6154,Perth integrated supply,AU
6155,Perth integrated supply,AU
6156,Perth integrated supply,AU
6157,Perth integrated supply,AU
6158,Perth integrated supply,AU
6159,Perth integrated supply,AU
6160,Perth integrated supply,AU
6161,Perth integrated supply,AU
6162,Perth integrated supply,AU
6163,Perth integrated supply,AU
6164,Perth integrated supply,AU
6165,Perth integrated supply,AU
6166,Perth integrated supply,AU
6167,Perth integrated supply,AU
6168,Perth integrated supply,AU
6169,Perth integrated supply,AU
6170,Perth integrated supply,AU
6171,Perth integrated supply,AU
6172,Perth integrated supply,AU
6173,Perth integrated supply,AU
6174,Perth integrated supply,AU
6175,Perth integrated supply,AU
6176,Perth integrated supply,AU
6177,Perth integrated supply,AU
6178,Perth integrated supply,AU
6179,Perth integrated supply,AU
6180,Perth integrated supply,AU
6181,Perth integrated supply,AU
6182,Perth integrated supply,AU
6183,Perth integrated supply,AU
6184,Perth integrated supply,AU
6185,Perth integrated supply,AU
6186,Perth integrated supply,AU
6187,Perth integrated supply,AU
6188,Perth integrated supply,AU
6189,Perth integrated supply,AU
6190,Perth integrated supply,AU
6191,Perth integrated supply,AU
6192,Perth integrated supply,AU
6193,Perth integrated supply,AU
6194,Perth integrated supply,AU
6195,Perth integrated supply,AU
6196,Perth integrated supply,AU
6197,Perth integrated supply,AU
6198,Perth integrated supply,AU
6199,Perth integrated supply,AU
6200,Perth integrated supply,AU
6201,Perth integrated supply,AU
6202,Perth integrated supply,AU
6203,Perth integrated supply,AU
6204,Perth integrated supply,AU
6205,Perth integrated supply,AU
6206,Perth integrated supply,AU
6207,Perth integrated supply,AU
6208,Perth integrated supply,AU
6209,Perth integrated supply,AU
6210,Perth integrated supply,AU
6330,Albany,AU
6331,Albany,AU
6332,Albany,AU
6333,Albany,AU
6450,Esperance,AU
6451,Esperance,AU
6452,Esperance,AU
5000,Adelaide metropolitan,AU
5001,Adelaide metropolitan,AU
5002,Adelaide metropolitan,AU
5003,Adelaide metropolitan,AU
5004,Adelaide metropolitan,AU
5005,Adelaide metropolitan,AU
5006,Adelaide metropolitan,AU
5007,Adelaide metropolitan,AU
5008,Adelaide metropolitan,AU
5009,Adelaide metropolitan,AU
5010,Adelaide metropolitan,AU
5011,Adelaide metropolitan,AU
5012,Adelaide metropolitan,AU
5013,Adelaide metropolitan,AU
5014,Adelaide metropolitan,AU
5015,Adelaide metropolitan,AU
5016,Adelaide metropolitan,AU
5017,Adelaide metropolitan,AU
5018,Adelaide metropolitan,AU
5019,Adelaide metropolitan,AU
5020,Adelaide metropolitan,AU
5021,Adelaide metropolitan,AU
5022,Adelaide metropolitan,AU
5023,Adelaide metropolitan,AU
5024,Adelaide metropolitan,AU
5025,Adelaide metropolitan,AU
5026,Adelaide metropolitan,AU
5027,Adelaide metropolitan,AU
5028,Adelaide metropolitan,AU
5029,Adelaide metropolitan,AU
5030,Adelaide metropolitan,AU
5031,Adelaide metropolitan,AU
5032,Adelaide metropolitan,AU
5033,Adelaide metropolitan,AU
5034,Adelaide metropolitan,AU
5035,Adelaide metropolitan,AU
5036,Adelaide metropolitan,AU
5037,Adelaide metropolitan,AU
5038,Adelaide metropolitan,AU
5039,Adelaide metropolitan,AU
5040,Adelaide metropolitan,AU
5041,Adelaide metropolitan,AU
5042,Adelaide metropolitan,AU
5043,Adelaide metropolitan,AU
5044,Adelaide metropolitan,AU
5045,Adelaide metropolitan,AU
5046,Adelaide metropolitan,AU
5047,Adelaide metropolitan,AU
5048,Adelaide metropolitan,AU
5049,Adelaide metropolitan,AU
5050,Adelaide metropolitan,AU
5051,Adelaide metropolitan,AU
5052,Adelaide metropolitan,AU
5053,Adelaide metropolitan,AU
5054,Adelaide metropolitan,AU
5055,Adelaide metropolitan,AU
5056,Adelaide metropolitan,AU
5057,Adelaide metropolitan,AU
5058,Adelaide metropolitan,AU
5059,Adelaide metropolitan,AU
5060,Adelaide metropolitan,AU
5061,Adelaide metropolitan,AU
5062,Adelaide metropolitan,AU
5063,Adelaide metropolitan,AU
5064,Adelaide metropolitan,AU
5065,Adelaide metropolitan,AU
5066,Adelaide metropolitan,AU
5067,Adelaide metropolitan,AU
5068,Adelaide metropolitan,AU
5069,Adelaide metropolitan,AU
5070,Adelaide metropolitan,AU
5071,Adelaide metropolitan,AU
5072,Adelaide metropolitan,AU
5073,Adelaide metropolitan,AU
5074,Adelaide metropolitan,AU
5075,Adelaide metropolitan,AU
5076,Adelaide metropolitan,AU
5077,Adelaide metropolitan,AU
5078,Adelaide metropolitan,AU
5079,Adelaide metropolitan,AU
5080,Adelaide metropolitan,AU
5081,Adelaide metropolitan,AU
5082,Adelaide metropolitan,AU
5083,Adelaide metropolitan,AU
5084,Adelaide metropolitan,AU
5085,Adelaide metropolitan,AU
5086,Adelaide northern,AU
5087,Adelaide northern,AU
5088,Adelaide northern,AU
5089,Adelaide northern,AU
5090,Adelaide northern,AU
5091,Adelaide northern,AU
5092,Adelaide northern,AU
5093,Adelaide northern,AU
5094,Adelaide northern,AU
5095,Adelaide northern,AU
5096,Adelaide northern,AU
5097,Adelaide northern,AU
5098,Adelaide northern,AU
5099,Adelaide northern,AU
5100,Adelaide northern,AU
5101,Adelaide northern,AU
5102,Adelaide northern,AU
5103,Adelaide northern,AU
5104,Adelaide northern,AU
5105,Adelaide northern,AU
5106,Adelaide northern,AU
5107,Adelaide northern,AU
5108,Adelaide northern,AU
5109,Adelaide northern,AU
5110,Adelaide northern,AU
5111,Adelaide northern,AU
5112,Adelaide northern,AU
5113,Adelaide northern,AU
5114,Adelaide northern,AU
5115,Adelaide northern,AU
5116,Adelaide northern,AU
5117,Adelaide northern,AU
5118,Adelaide northern,AU
5119,Adelaide northern,AU
5120,Adelaide northern,AU
5121,Adelaide northern,AU
5122,Adelaide northern,AU
5123,Adelaide northern,AU
5124,Adelaide northern,AU
5125,Adelaide northern,AU
5126,Adelaide northern,AU
5127,Adelaide northern,AU
5128,Adelaide metropolitan,AU
5129,Adelaide metropolitan,AU
5130,Adelaide metropolitan,AU
5131,Adelaide metropolitan,AU
5132,Adelaide metropolitan,AU
5133,Adelaide metropolitan,AU
5134,Adelaide metropolitan,AU
5135,Adelaide metropolitan,AU
5136,Adelaide metropolitan,AU
5137,Adelaide metropolitan,AU
5138,Adelaide metropolitan,AU
5139,Adelaide metropolitan,AU
5140,Adelaide metropolitan,AU
5141,Adelaide metropolitan,AU
5142,Adelaide metropolitan,AU
5143,Adelaide metropolitan,AU
5144,Adelaide metropolitan,AU
5145,Adelaide metropolitan,AU
5146,Adelaide metropolitan,AU
5147,Adelaide metropolitan,AU
5148,Adelaide metropolitan,AU
5149,Adelaide metropolitan,AU
5150,Adelaide metropolitan,AU
5151,Adelaide metropolitan,AU
5152,Adelaide metropolitan,AU
5153,Adelaide metropolitan,AU
5154,Adelaide metropolitan,AU
5155,Adelaide metropolitan,AU
5156,Adelaide metropolitan,AU
5157,Adelaide metropolitan,AU
5158,Adelaide metropolitan,AU
5159,Adelaide metropolitan,AU
5160,Adelaide metropolitan,AU
5161,Adelaide metropolitan,AU
5162,Adelaide metropolitan,AU
5163,Adelaide metropolitan,AU
5164,Adelaide metropolitan,AU
5165,Adelaide metropolitan,AU
5166,Adelaide metropolitan,AU
5167,Adelaide metropolitan,AU
5168,Adelaide metropolitan,AU
5169,Adelaide metropolitan,AU
5170,Adelaide metropolitan,AU
5171,Adelaide metropolitan,AU
5172,Adelaide metropolitan,AU
5173,Adelaide metropolitan,AU
5174,Adelaide metropolitan,AU
5290,Mount Gambier,AU
5291,Mount Gambier,AU
2600,Canberra,AU
2601,Canberra,AU
2602,Canberra,AU
2603,Canberra,AU
2604,Canberra,AU
2605,Canberra,AU
2606,Canberra,AU
2607,Canberra,AU
2608,Canberra,AU
2609,Canberra,AU
2610,Canberra,AU
2611,Canberra,AU
2612,Canberra,AU
2613,Canberra,AU
2614,Canberra,AU
2615,Canberra,AU
2616,Canberra,AU
2617,Canberra,AU
2618,Canberra,AU
2619,Canberra,AU
2620,Canberra,AU
2900,Canberra,AU
2901,Canberra,AU
2902,Canberra,AU
2903,Canberra,AU
2904,Canberra,AU
2905,Canberra,AU
2906,Canberra,AU
2907,Canberra,AU
2908,Canberra,AU
2909,Canberra,AU
2910,Canberra,AU
2911,Canberra,AU
2912,Canberra,AU
2913,Canberra,AU
2914,Canberra,AU
7000,Hobart,AU
7001,Hobart,AU
7002,Hobart,AU
7003,Hobart,AU
7004,Hobart,AU
7005,Hobart,AU
7006,Hobart,AU
7007,Hobart,AU
7008,Hobart,AU
7009,Hobart,AU
7010,Hobart,AU
7011,Hobart,AU
7012,Hobart,AU
7013,Hobart,AU
7014,Hobart,AU
7015,Hobart,AU
7016,Hobart,AU
7017,Hobart,AU
7018,Hobart,AU
7019,Hobart,AU
7020,Hobart,AU
7021,Hobart,AU
7022,Hobart,AU
7023,Hobart,AU
7024,Hobart,AU
7025,Hobart,AU
7026,Hobart,AU
7027,Hobart,AU
7028,Hobart,AU
7029,Hobart,AU
7030,Hobart,AU
7031,Hobart,AU
7032,Hobart,AU
7033,Hobart,AU
7034,Hobart,AU
7035,Hobart,AU
7036,Hobart,AU
7037,Hobart,AU
7038,Hobart,AU
7039,Hobart,AU
7040,Hobart,AU
7041,Hobart,AU
7042,Hobart,AU
7043,Hobart,AU
7044,Hobart,AU
7045,Hobart,AU
7046,Hobart,AU
7047,Hobart,AU
7048,Hobart,AU
7049,Hobart,AU
7050,Hobart,AU
7051,Hobart,AU
7052,Hobart,AU
7053,Hobart,AU
7054,Hobart,AU
7055,Hobart,AU
0800,Darwin,AU
0801,Darwin,AU
0802,Darwin,AU
0803,Darwin,AU
0804,Darwin,AU
0805,Darwin,AU
0806,Darwin,AU
0807,Darwin,AU
0808,Darwin,AU
0809,Darwin,AU
0810,Darwin,AU
0811,Darwin,AU
0812,Darwin,AU
0813,Darwin,AU
0814,Darwin,AU
0815,Darwin,AU
0816,Darwin,AU
0817,Darwin,AU
0818,Darwin,AU
0819,Darwin,AU
0820,Darwin,AU
0821,Darwin,AU
0822,Darwin,AU
0823,Darwin,AU
0824,Darwin,AU
0825,Darwin,AU
0826,Darwin,AU
0827,Darwin,AU
0828,Darwin,AU
0829,Darwin,AU
0830,Darwin,AU
0831,Darwin,AU
0832,Darwin,AU
